epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,441.355,1.28099,1.3385,1.40233,0.77543,0.824,0.80559,0.54653,1.45445,1.36059,1.49123,0.00746868,0.00746868,0.00746868
29,454.991,1.29146,1.32534,1.44225,0.71199,0.81064,0.7817,0.53897,1.47352,1.46332,1.5583,0.00729725,0.00729725,0.00729725
30,473.023,1.29938,1.36117,1.42188,0.80344,0.74995,0.81171,0.51535,1.48244,1.40746,1.53898,0.00712237,0.00712237,0.00712237
31,486.436,1.24426,1.28336,1.40023,0.78312,0.81572,0.799,0.56715,1.3582,1.44129,1.47002,0.00694428,0.00694428,0.00694428
32,501.645,1.24318,1.2859,1.3837,0.80017,0.75635,0.80504,0.5683,1.45184,1.45129,1.51869,0.00676328,0.00676328,0.00676328
33,515.775,1.24737,1.27133,1.40302,0.78527,0.76841,0.7938,0.53638,1.49794,1.35368,1.54677,0.00657963,0.00657963,0.00657963
34,529.459,1.19469,1.24407,1.35994,0.91348,0.79241,0.83501,0.59197,1.39157,1.25155,1.46226,0.00639363,0.00639363,0.00639363
35,543.255,1.24987,1.17641,1.39548,0.77714,0.81538,0.81726,0.58681,1.35864,1.22343,1.45722,0.00620555,0.00620555,0.00620555
36,557.897,1.16395,1.11394,1.34648,0.87119,0.77949,0.83031,0.55832,1.41841,1.32138,1.48112,0.0060157,0.0060157,0.0060157
37,576.327,1.18413,1.1434,1.34848,0.811,0.81442,0.83086,0.56914,1.4372,1.24698,1.50958,0.00582435,0.00582435,0.00582435
38,590.112,1.19816,1.1216,1.34254,0.89293,0.82435,0.84567,0.58958,1.42727,1.23988,1.50477,0.00563181,0.00563181,0.00563181
39,605.124,1.18905,1.13428,1.35058,0.89943,0.79189,0.84038,0.58175,1.42024,1.19482,1.46622,0.00543837,0.00543837,0.00543837
40,618.845,1.11961,1.04885,1.29553,0.94665,0.79117,0.84384,0.59579,1.38756,1.17304,1.4591,0.00524434,0.00524434,0.00524434
41,632.021,1.19195,1.0859,1.34773,0.88135,0.82604,0.8471,0.58562,1.37837,1.19932,1.47825,0.00505,0.00505,0.00505
42,645.633,1.13615,1.10861,1.33396,0.90898,0.76492,0.84299,0.61622,1.38442,1.17746,1.46115,0.00485566,0.00485566,0.00485566
43,664.443,1.19572,1.14224,1.34658,0.91668,0.78429,0.8414,0.59464,1.37915,1.22517,1.45248,0.00466163,0.00466163,0.00466163
44,678.823,1.15237,1.05595,1.3096,0.87438,0.77439,0.83846,0.5989,1.37245,1.25652,1.44344,0.00446819,0.00446819,0.00446819
45,693.954,1.14206,1.13145,1.32529,0.864,0.79076,0.82703,0.58315,1.37935,1.26491,1.46892,0.00427565,0.00427565,0.00427565
46,708.335,1.12624,1.04659,1.32215,0.83874,0.82367,0.8436,0.59397,1.41751,1.24915,1.47598,0.0040843,0.0040843,0.0040843
47,722.465,1.14943,1.02219,1.35032,0.90398,0.77149,0.81656,0.5853,1.42689,1.29657,1.48866,0.00389445,0.00389445,0.00389445
48,737.677,1.12467,0.99465,1.31015,0.89836,0.78415,0.8347,0.59154,1.44064,1.26095,1.49668,0.00370637,0.00370637,0.00370637
49,752.407,1.17029,1.12971,1.35623,0.92082,0.81499,0.8392,0.61183,1.44102,1.13716,1.47902,0.00352037,0.00352037,0.00352037
50,771.098,1.11057,1.02445,1.27384,0.90648,0.80688,0.84367,0.617,1.40316,1.14923,1.4861,0.00333672,0.00333672,0.00333672
51,784.498,1.15802,1.0298,1.3351,0.90478,0.84447,0.86435,0.61318,1.39571,1.1429,1.4892,0.00315572,0.00315572,0.00315572
52,798.011,1.09879,1.04059,1.32574,0.95932,0.76558,0.84595,0.59305,1.41067,1.20121,1.47177,0.00297763,0.00297763,0.00297763
53,811.413,1.06929,0.95197,1.25466,0.92005,0.83274,0.85969,0.62761,1.35018,1.14271,1.44354,0.00280275,0.00280275,0.00280275
54,825.496,1.10442,1.02065,1.2918,0.92647,0.82498,0.85701,0.6245,1.3443,1.14322,1.42257,0.00263132,0.00263132,0.00263132
55,839.777,1.06086,0.96423,1.26141,0.93667,0.81811,0.86162,0.63216,1.38067,1.11591,1.44932,0.00246363,0.00246363,0.00246363
56,854.925,1.0063,0.91576,1.24458,0.90658,0.79242,0.85607,0.62154,1.38016,1.07819,1.46124,0.00229993,0.00229993,0.00229993
57,874.005,1.00251,0.91222,1.24551,0.90495,0.82954,0.86933,0.62778,1.35353,1.03338,1.43827,0.00214046,0.00214046,0.00214046
58,887.418,1.07708,0.9611,1.27072,0.90506,0.77894,0.84946,0.60231,1.37035,1.15301,1.44166,0.00198548,0.00198548,0.00198548
59,901.002,1.00028,0.94197,1.23272,0.92454,0.81082,0.86028,0.60221,1.35547,1.10897,1.42778,0.00183523,0.00183523,0.00183523
60,914.728,1.05607,0.95618,1.26191,0.97461,0.84065,0.87682,0.6206,1.37425,1.09166,1.445,0.00168994,0.00168994,0.00168994
61,929.032,1.04734,0.90689,1.24331,0.91438,0.81613,0.85938,0.60949,1.37461,1.1676,1.43395,0.00154982,0.00154982,0.00154982
62,943.397,0.96084,0.85785,1.19534,0.90458,0.82427,0.86052,0.63057,1.32002,1.15108,1.39078,0.0014151,0.0014151,0.0014151
63,958.044,1.0249,0.92698,1.2402,0.91716,0.83973,0.87023,0.63956,1.32509,1.08874,1.3957,0.00128599,0.00128599,0.00128599
64,975.984,0.99982,0.92639,1.22541,0.92852,0.84449,0.8727,0.63102,1.30549,1.06011,1.38062,0.00116268,0.00116268,0.00116268
65,989.754,0.9808,0.85908,1.22929,0.90808,0.85074,0.87525,0.64548,1.31363,1.06378,1.39496,0.00104537,0.00104537,0.00104537
66,1004.12,1.01222,0.86149,1.21702,0.93218,0.82124,0.87283,0.64322,1.31274,1.08736,1.39159,0.000934225,0.000934225,0.000934225
67,1018.15,1.00896,0.86586,1.21973,0.95833,0.82971,0.87232,0.64006,1.31386,1.0923,1.38726,0.000829431,0.000829431,0.000829431
68,1032.13,0.92622,0.83114,1.18732,0.97299,0.82839,0.87776,0.64852,1.30126,1.05333,1.38319,0.000731145,0.000731145,0.000731145
69,1045.81,0.96813,0.83989,1.19373,0.97712,0.8476,0.87819,0.64213,1.30008,1.05879,1.38797,0.000639518,0.000639518,0.000639518
70,1059.79,1.01877,0.85648,1.2418,0.95383,0.83856,0.8781,0.63463,1.31221,1.08223,1.3881,0.000554691,0.000554691,0.000554691
71,1085.86,0.95768,0.75842,1.19548,0.97373,0.81433,0.87854,0.6399,1.3112,1.10205,1.393,0.000476796,0.000476796,0.000476796
72,1101.41,0.95862,0.7366,1.19132,0.96552,0.829,0.88298,0.64639,1.3178,1.05647,1.39489,0.000405953,0.000405953,0.000405953
73,1114.47,0.96144,0.76652,1.17746,0.92035,0.84005,0.8692,0.64947,1.3078,1.04147,1.3896,0.00034227,0.00034227,0.00034227
74,1128.87,0.93985,0.75555,1.18872,0.92372,0.86458,0.88596,0.64617,1.30931,1.02846,1.39093,0.000285847,0.000285847,0.000285847
75,1142.59,0.95464,0.74087,1.19332,0.94734,0.85608,0.88567,0.64836,1.29912,1.02496,1.38639,0.000236769,0.000236769,0.000236769
76,1156.07,0.90731,0.72369,1.1643,0.95866,0.829,0.8817,0.64368,1.2889,1.03841,1.37853,0.000195113,0.000195113,0.000195113
77,1174.6,0.93474,0.80603,1.19973,0.95577,0.83285,0.88154,0.63912,1.28519,1.04953,1.37285,0.000160943,0.000160943,0.000160943
78,1187.97,0.92746,0.71582,1.14397,0.93628,0.85081,0.88377,0.64478,1.28046,1.02406,1.3688,0.000134311,0.000134311,0.000134311
79,1201.66,0.93798,0.72897,1.17851,0.93867,0.85426,0.887,0.64899,1.27913,1.01335,1.36606,0.000115259,0.000115259,0.000115259
80,1216.54,0.94365,0.74351,1.17209,0.93996,0.85409,0.8859,0.65221,1.28136,1.01897,1.36811,0.000103816,0.000103816,0.000103816
