epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,179.949,1.3208,1.36589,1.48628,0.72397,0.68336,0.71905,0.49127,1.37722,1.25804,1.57132,0.000927057,0.000927057,0.000927057
16,190.373,1.28174,1.32011,1.43763,0.70588,0.71224,0.73674,0.50643,1.37877,1.36947,1.59372,0.000916577,0.000916577,0.000916577
17,201.606,1.3224,1.33341,1.47679,0.74295,0.70501,0.75726,0.51063,1.39418,1.23028,1.57693,0.000905463,0.000905463,0.000905463
18,216.221,1.29372,1.33291,1.43115,0.77166,0.65014,0.71093,0.47592,1.43039,1.28887,1.60611,0.000893732,0.000893732,0.000893732
19,226.741,1.30987,1.36115,1.45982,0.78424,0.7253,0.73985,0.51044,1.31368,1.20216,1.52709,0.000881401,0.000881401,0.000881401
20,237.052,1.28761,1.23043,1.42628,0.78509,0.70776,0.74946,0.50348,1.38128,1.26996,1.54725,0.00086849,0.00086849,0.00086849
21,247.868,1.2854,1.25226,1.43664,0.76847,0.74371,0.75389,0.5287,1.32707,1.16936,1.51341,0.000855018,0.000855018,0.000855018
22,259.042,1.31635,1.33096,1.44201,0.75552,0.76527,0.76085,0.49604,1.40275,1.23783,1.56949,0.000841006,0.000841006,0.000841006
23,269.371,1.2371,1.21765,1.3853,0.72196,0.7258,0.74667,0.49503,1.34921,1.29624,1.54686,0.000826477,0.000826477,0.000826477
24,283.782,1.28725,1.31129,1.41721,0.82636,0.72281,0.76728,0.53747,1.24582,1.1343,1.47784,0.000811452,0.000811452,0.000811452
25,294.192,1.25413,1.23719,1.4267,0.7429,0.71785,0.72529,0.50692,1.31927,1.20547,1.52336,0.000795954,0.000795954,0.000795954
26,304.744,1.21974,1.09241,1.37679,0.76249,0.71896,0.75661,0.53942,1.25689,1.18422,1.48161,0.000780007,0.000780007,0.000780007
27,315.622,1.19568,1.14172,1.388,0.73084,0.76381,0.71685,0.50904,1.22696,1.23594,1.46897,0.000763637,0.000763637,0.000763637
28,326.347,1.15382,1.1134,1.33717,0.80284,0.75877,0.80132,0.54813,1.30296,1.13799,1.51172,0.000746868,0.000746868,0.000746868
29,337.957,1.16531,1.09165,1.34185,0.90205,0.7461,0.80006,0.56611,1.25618,1.00664,1.46306,0.000729725,0.000729725,0.000729725
30,352.693,1.12984,1.06345,1.3233,0.85061,0.74369,0.79693,0.56678,1.24604,1.05517,1.48264,0.000712237,0.000712237,0.000712237
31,363.37,1.16222,1.12836,1.3528,0.83063,0.73416,0.78313,0.5557,1.2923,1.07049,1.51182,0.000694428,0.000694428,0.000694428
32,373.687,1.16272,1.08167,1.32409,0.77223,0.78155,0.76716,0.57237,1.18354,0.99829,1.42395,0.000676328,0.000676328,0.000676328
33,384.87,1.17052,1.09545,1.34701,0.85332,0.77698,0.79815,0.57965,1.21086,1.03999,1.44628,0.000657963,0.000657963,0.000657963
34,395.215,1.111,1.03435,1.31289,0.78602,0.77168,0.80038,0.58333,1.23383,1.02705,1.47549,0.000639363,0.000639363,0.000639363
35,409.749,1.14121,1.00157,1.31713,0.89675,0.74532,0.81165,0.58401,1.23215,1.01293,1.45672,0.000620555,0.000620555,0.000620555
36,419.959,1.16084,1.04448,1.33307,0.87414,0.7717,0.82262,0.58234,1.24002,0.97947,1.48013,0.00060157,0.00060157,0.00060157
37,430.067,1.13827,1.0123,1.29584,0.84148,0.76391,0.79697,0.57824,1.22044,0.96976,1.44848,0.000582435,0.000582435,0.000582435
38,440.457,1.11723,1.03629,1.32747,0.88276,0.76873,0.8202,0.58202,1.2246,0.9404,1.42923,0.000563181,0.000563181,0.000563181
39,450.902,1.14958,1.03245,1.31637,0.87923,0.7578,0.79136,0.56983,1.21538,1.05095,1.42361,0.000543837,0.000543837,0.000543837
40,461.04,1.12324,1.00136,1.32444,0.9215,0.78434,0.84065,0.58654,1.19954,0.98878,1.41852,0.000524434,0.000524434,0.000524434
41,475.651,1.10356,0.92842,1.29085,0.85912,0.80646,0.81355,0.59249,1.21536,0.95682,1.43984,0.000505,0.000505,0.000505
42,485.931,1.11695,0.96328,1.31365,0.89064,0.79646,0.80861,0.57355,1.29277,0.96533,1.50654,0.000485566,0.000485566,0.000485566
43,497.595,1.10078,0.94031,1.30032,0.9373,0.77965,0.82608,0.59424,1.2265,0.91072,1.44745,0.000466163,0.000466163,0.000466163
44,507.932,1.06367,0.88309,1.26334,0.8972,0.83228,0.85267,0.61937,1.19725,0.90282,1.41898,0.000446819,0.000446819,0.000446819
45,518.521,1.02805,0.90367,1.26282,0.90218,0.79065,0.83654,0.60818,1.16307,0.93538,1.41684,0.000427565,0.000427565,0.000427565
46,529.16,1.06461,0.90818,1.28584,0.86587,0.79864,0.82702,0.59646,1.2205,0.98884,1.46541,0.00040843,0.00040843,0.00040843
47,545.299,1.06013,0.89499,1.27279,0.90237,0.81565,0.84901,0.61586,1.2438,0.9679,1.49695,0.000389445,0.000389445,0.000389445
48,555.789,1.02473,0.85694,1.25489,0.89103,0.83309,0.86071,0.62483,1.21883,0.92594,1.47914,0.000370637,0.000370637,0.000370637
49,566.036,1.00091,0.90207,1.26529,0.88744,0.8104,0.84043,0.62079,1.21427,0.93372,1.47007,0.000352037,0.000352037,0.000352037
50,576.555,1.00034,0.82908,1.2438,0.91742,0.81673,0.84108,0.6333,1.21051,0.92588,1.45216,0.000333672,0.000333672,0.000333672
51,587.147,1.00809,0.8568,1.25271,0.83031,0.83656,0.83999,0.63004,1.20603,0.93409,1.44044,0.000315572,0.000315572,0.000315572
52,602.692,1.00751,0.88531,1.24926,0.88767,0.82162,0.84587,0.62437,1.18361,0.86772,1.42057,0.000297763,0.000297763,0.000297763
53,612.804,1.0055,0.85637,1.23991,0.95042,0.82784,0.84799,0.63195,1.14956,0.8428,1.39631,0.000280275,0.000280275,0.000280275
54,623.813,1.04318,0.87907,1.27986,0.92061,0.84529,0.85526,0.63152,1.15418,0.85218,1.39396,0.000263132,0.000263132,0.000263132
55,633.694,1.02942,0.86163,1.24473,0.90519,0.82807,0.85551,0.62902,1.15839,0.88931,1.40921,0.000246363,0.000246363,0.000246363
56,644.956,1.0245,0.8605,1.23629,0.88983,0.83274,0.86319,0.63662,1.16205,0.85809,1.40692,0.000229993,0.000229993,0.000229993
57,655.772,0.98265,0.85355,1.22949,0.91402,0.82248,0.85511,0.63869,1.16041,0.82822,1.39984,0.000214046,0.000214046,0.000214046
58,671.086,0.98583,0.79886,1.20055,0.91674,0.82432,0.85141,0.64016,1.11574,0.80643,1.3767,0.000198548,0.000198548,0.000198548
59,681.361,0.98274,0.81702,1.2167,0.94299,0.83074,0.86123,0.62644,1.1448,0.82885,1.39045,0.000183523,0.000183523,0.000183523
60,692.487,0.99476,0.82964,1.24106,0.96863,0.82582,0.87069,0.61982,1.17936,0.8478,1.39823,0.000168994,0.000168994,0.000168994
61,702.904,1.01508,0.82948,1.24708,0.93595,0.82099,0.85918,0.6279,1.14671,0.85912,1.38707,0.000154982,0.000154982,0.000154982
62,713.076,0.94338,0.77488,1.20002,0.94928,0.82719,0.86211,0.64114,1.14509,0.84198,1.39924,0.00014151,0.00014151,0.00014151
63,728.503,0.96288,0.82385,1.20837,0.96482,0.81745,0.86191,0.64477,1.14184,0.81892,1.39512,0.000128599,0.000128599,0.000128599
64,738.445,0.99382,0.82043,1.2307,0.92151,0.82998,0.86122,0.64779,1.13428,0.83717,1.38874,0.000116268,0.000116268,0.000116268
65,748.808,0.92086,0.74836,1.19085,0.92597,0.8223,0.86734,0.64273,1.15564,0.87041,1.39133,0.000104537,0.000104537,0.000104537
66,758.854,0.91655,0.73705,1.17686,0.95079,0.82565,0.87701,0.64303,1.16258,0.86541,1.39303,9.34225e-05,9.34225e-05,9.34225e-05
67,769.284,0.92895,0.73443,1.17577,0.93697,0.80198,0.8641,0.64122,1.14582,0.82429,1.38559,8.29431e-05,8.29431e-05,8.29431e-05
68,784.736,0.88632,0.74702,1.18289,0.93798,0.81955,0.86094,0.64231,1.1403,0.80808,1.38752,7.31145e-05,7.31145e-05,7.31145e-05
69,795.371,0.91965,0.80348,1.17039,0.94114,0.82777,0.86149,0.64123,1.15197,0.80097,1.39689,6.39518e-05,6.39518e-05,6.39518e-05
70,805.997,0.95279,0.76786,1.19576,0.93925,0.82517,0.8616,0.64341,1.1583,0.81501,1.40067,5.54691e-05,5.54691e-05,5.54691e-05
71,824.629,0.90695,0.73627,1.20006,0.95183,0.83575,0.87075,0.64442,1.1333,0.7955,1.39038,4.76796e-05,4.76796e-05,4.76796e-05
72,835.589,0.89677,0.69257,1.2127,0.95808,0.81718,0.8621,0.64972,1.12933,0.78973,1.38803,4.05953e-05,4.05953e-05,4.05953e-05
73,850.679,0.89702,0.70898,1.20848,0.9686,0.8128,0.85727,0.64415,1.13373,0.7871,1.38849,3.4227e-05,3.4227e-05,3.4227e-05
74,861.655,0.912,0.71999,1.2233,0.9611,0.81275,0.85723,0.64442,1.12909,0.77277,1.38691,2.85847e-05,2.85847e-05,2.85847e-05
75,871.977,0.88499,0.67831,1.19789,0.96341,0.81875,0.85943,0.65003,1.12659,0.77798,1.38569,2.36769e-05,2.36769e-05,2.36769e-05
76,883.391,0.89947,0.6871,1.21467,0.97161,0.81849,0.86053,0.65162,1.12865,0.78046,1.38634,1.95113e-05,1.95113e-05,1.95113e-05
77,893.874,0.87456,0.69202,1.18492,0.97388,0.82162,0.85821,0.64778,1.12869,0.77897,1.38381,1.60943e-05,1.60943e-05,1.60943e-05
78,904.211,0.88258,0.67157,1.17191,0.96942,0.81868,0.85779,0.64742,1.12765,0.78234,1.3843,1.34311e-05,1.34311e-05,1.34311e-05
79,920.735,0.8699,0.68911,1.20721,0.96089,0.81891,0.85848,0.64733,1.12385,0.77566,1.38222,1.15259e-05,1.15259e-05,1.15259e-05
80,930.391,0.87899,0.68834,1.20219,0.96043,0.81894,0.86095,0.64693,1.12673,0.77719,1.38641,1.03816e-05,1.03816e-05,1.03816e-05
